unique-number,lecture-days,lecture-start,lecture-end,professor-last-name,professor-first-initial,rmp-rating,prefix,number,average
30182,T,1500,1800,CARTER,M,4.7,L A,380L,3.48
30255,MWF,1000,1100,CASEY,J,4.5,LAH,305,3.71
30260,TTH,1100,1230,CASEY,J,4.5,LAH,305,3.71
30280,TTH,1530,1700,CREW,D,5,LAH,350,3.92
30340,MWF,900,1000,DOHERTY,B,3.5,LAH,350,3.57
29965,TTH,1100,1230,HOLMSTEN,S,4.1,IRG,320F,3.56
29980,M,1500,1800,HOLMSTEN,S,4.1,IRG,378,3.56
29985,W,1500,1800,HOLMSTEN,S,4.1,IRG,378,3.56
29754,MWF,900,1000,BENDELE,M,2,HDO,320,3.59
30185,T,1500,1800,CARTER,M,4.7,L A,380L,3.48
30320,TTH,1230,1400,CARTER,M,4.7,LAH,350,3.48
29557,MWF,1200,1300,JOHNS,A,4.3,CTI,375,3.8
29765,F,1600,1900,KEATING,E,3.3,HDO,381,3.98
30450,MF,1300,1400,LOPEZ,M,3.6,UTL,202,3.88
30265,F,1500,1830,LOUIS,W,5,LAH,350,3.92
29735,MWF,1000,1100,MARKMAN,A,4.3,HDO,301,3.6
29740,MWF,1000,1100,MARKMAN,A,4.3,HDO,301,3.6
29745,MWF,1000,1100,MARKMAN,A,4.3,HDO,301,3.6
30430,W,900,1000,MARTIN,K,4.8,UTL,101,3.88
30440,W,1300,1400,MARTIN,K,4.8,UTL,101,3.88
30460,TTH,800,1100,MELCHER,T,4,UTL,640,3.79
39200,TTH,1400,1530,MARTINEZ,A,4.9,HIS,350L,3.47
29525,TTH,1400,1530,MARTINEZ,A,4.9,CTI,371,3.47
29970,T,1530,1830,MOSSER,M,5,IRG,378,3.61
30330,T,1530,1830,NEWBERG,P,5,LAH,350,3
29630,MW,830,1000,OSBAKKEN,S,4.4,H S,301,3.32
29635,MW,1430,1600,OSBAKKEN,S,4.4,H S,301,3.32
29670,MW,1130,1300,OSBAKKEN,S,4.4,H S,378,3.32
29655,TTH,1100,1230,PALMO,N,3.5,H S,340,3.46
29658,TTH,930,1100,PALMO,N,3.5,H S,340,3.46
29660,TTH,1230,1400,PALMO,N,3.5,H S,378,3.46
30290,TTH,930,1100,PANGLE,L,3.5,LAH,350,3.67
09605,TH,1600,1900,PETROSINO,A,2,EDC,386R,3.56
29770,S,1230,1530,RICHMOND-GARZA,E,4.2,HDO,383,3.96
29535,MW,1000,1100,RIGGSBY,A,3.5,CTI,375,3.06
29855,W,1530,1830,ROBERTS,B,2.3,HMN,350,3.89
30355,W,1530,1830,ROBERTS,B,2.3,LAH,350,3.89
30305,TTH,1400,1530,ROBERTS,D,4.8,LAH,350,3.62
30186,F,900,1200,RUDRAPPA,S,3.7,L A,380L,3.35
48635,MWF,1400,1500,SAXENA,I,2.8,BIO,325,2.92
48640,MWF,1400,1500,SAXENA,I,2.8,BIO,325,2.92
29656,TTH,1230,1400,SWEARINGEN,W,3.6,H S,340,3.75
29785,S,830,1130,TRAPHAGAN,J,2.5,HDO,390,3.89
29644,TTH,930,1100,TWITO,S,3,H S,310P,3.19
29555,TH,1700,2000,VAUGHN,J,4.4,CTI,375,3.75
29975,TTH,1400,1530,WANG,D,4.2,IRG,378,3.55
29760,M,1500,1800,WARE,A,5,HDO,379,3.86
29665,T,1530,1830,WEINREB,A,5,H S,378,3.73
30342,TTH,1400,1530,WOODS,M,5,LAH,350,3.94
31097,MWF,1100,1200,KNERR,K,4.3,AMS,311S,3.7
30705,MWF,1400,1500,LIVERMON,X,4.5,AFR,372G,3.9
30710,MWF,1200,1300,LIVERMON,X,4.5,AFR,372G,3.9
30810,W,1500,1800,MAKALANI,M,3.8,AFR,390,3.44
30735,MW,1000,1130,BERRY,D,4.9,AFR,374D,3.54
30615,MWF,1200,1300,CARSON,C,5,AFR,317F,3.89
30555,MW,1130,1300,CHERY,T,5,AFR,304,3.17
30715,MW,1300,1430,CHERY,T,5,AFR,372G,3.17
31180,TTH,930,1100,CLARKE,J,3.7,AMS,325,3.87
30585,TTH,1100,1230,COKLEY,K,5,AFR,317D,3.81
31090,TTH,930,1100,CORDOVA,C,3.7,AMS,310,2.98
30635,TTH,1230,1400,DENBOW,J,3,AFR,322,3.64
30815,TH,1100,1400,FOSTER,K,3.4,AFR,395P,3.82
31095,MWF,1000,1100,GAUGHEN,B,5,AMS,310,3.17
31195,TTH,1400,1530,GAUGHEN,B,5,AMS,356,3.17
30675,TTH,930,1100,GILL,L,5,AFR,372E,3.74
30750,TTH,1400,1530,GILL,L,5,AFR,374E,3.74
30645,TTH,1230,1400,GREEN,L,3.2,AFR,372C,3.89
30745,W,1500,1800,GREEN,L,3.2,AFR,374D,3.89
31170,TTH,1230,1400,GREEN,L,3.2,AMS,321,3.89
31225,MWF,1300,1400,GUTTERMAN,L,4.5,AMS,370,3.58
30697,TTH,1100,1230,HILLMANN,M,4.3,AFR,372E,3.64
30755,TTH,1530,1700,JIMENEZ,M,4.3,AFR,374E,3.26
30759,TTH,1230,1400,JIMENEZ,M,4.3,AFR,374E,3.26
30655,TTH,930,1100,AWAD,G,4.3,AFR,372D,3.21
30620,MWF,1200,1300,CARSON,C,5,AFR,317F,3.89
31217,TTH,1230,1400,GAUGHEN,B,5,AMS,370,3.17
31220,TTH,1530,1700,JIMENEZ,M,4.3,AMS,370,3.26
31205,TTH,1400,1530,KAMIL,N,2.8,AMS,370,3.8
31155,TTH,1230,1400,KEARNEY,J,5,AMS,321,3.57
30545,TTH,1100,1230,JONES,J,1.7,AFR,301,3.83
30845,T,1400,1700,JONES,J,1.7,AFR,398T,3.83
31100,TTH,1100,1230,JONES,J,1.7,AMS,315,3.83
30770,MW,1130,1300,MARSHALL,S,4.3,AFR,374F,2.99
30790,M,1400,1700,MARSHALL,S,4.3,AFR,381,2.99
31190,TTH,1100,1230,MEIKLE,J,2,AMS,355,3.29
30580,TTH,1100,1230,MOORE,L,4.5,AFR,317D,3.94
31140,TTH,1100,1230,NAULT,C,4.6,AMS,315,3.74
30570,MWF,1400,1500,NETHERCUT,W,3.4,AFR,317C,3.68
30725,MWF,1100,1200,NETHERCUT,W,3.4,AFR,374C,3.68
30765,TTH,930,1100,OKEDIJI,M,4.2,AFR,374F,3.9
30740,TTH,930,1100,PHILPOT,T,2.7,AFR,374D,2.91
30685,TTH,1230,1400,RICHARDSON,M,5,AFR,372E,3.81
30610,TTH,1530,1700,RIVERA-DUNDAS,A,5,AFR,317F,3.63
31185,MW,1430,1600,ROBERTS,J,4.8,AMS,325,3.72
31187,TTH,1100,1230,SEALES,C,4.2,AMS,327,3.78
31158,TTH,1230,1400,SERIFF,S,3.6,AMS,321,3.51
30805,T,930,1230,SMITH,C,4.8,AFR,387D,3.62
31160,TTH,930,1100,WEBSTER,A,4,AMS,321,3.75
30758,TTH,1530,1700,THOMPSON,S,4,AFR,374E,3.52
30760,MWF,1200,1300,WILKS,J,4,AFR,374F,3.4
30600,MWF,1000,1100,THOMPSON,L,3.2,AFR,317F,3.58
30800,W,1200,1500,THOMPSON,L,3.2,AFR,387D,3.58
30795,W,1500,1800,WILKS,J,4,AFR,387D,3.4
30680,TTH,1400,1530,WOODARD,H,4,AFR,372E,3.55
31250,MW,1130,1300,MARSHALL,S,4.3,AMS,370,2.99
31270,M,1400,1700,MARSHALL,S,4.3,AMS,390,2.99
31749,MW,1000,1130,CANOVA,P,4.5,ANT,324L,3.48
31690,MW,1300,1400,CONS,J,5,ANT,324L,3.9
31240,TTH,1400,1530,CORDOVA,C,3.7,AMS,370,2.98
31245,TTH,1230,1400,DAVIS,J,5,AMS,370,3.16
31730,TTH,1230,1400,DENBOW,J,3,ANT,324L,3.64
31740,TTH,930,1100,FRANKLIN,M,4.1,ANT,324L,3.64
31800,TTH,1100,1330,FRANKLIN,M,4.1,ANT,353E,3.64
31715,TTH,1400,1530,GILL,L,5,ANT,324L,3.74
31480,MW,900,1000,HARTIGAN,J,3.2,ANT,302,3.49
31485,MW,900,1000,HARTIGAN,J,3.2,ANT,302,3.49
31760,MW,1430,1600,CAMPBELL,C,3.5,ANT,325L,3.17
31695,MW,1300,1400,CONS,J,5,ANT,324L,3.9
31490,MW,900,1000,HARTIGAN,J,3.2,ANT,302,3.49
31665,TTH,1400,1530,HINDMAN,H,5,ANT,324L,3.42
31622,MW,1400,1500,KEATING,E,3.3,ANT,307,3.98
31630,TTH,1100,1230,JONES,J,1.7,ANT,310L,3.83
31625,MW,1400,1500,KEATING,E,3.3,ANT,307,3.98
31626,MW,1400,1500,KEATING,E,3.3,ANT,307,3.98
31627,MW,1400,1500,KEATING,E,3.3,ANT,307,3.98
31628,MW,1400,1500,KEATING,E,3.3,ANT,307,3.98
31629,MW,1400,1500,KEATING,E,3.3,ANT,307,3.98
31660,TTH,930,1100,MENCHACA,M,3.8,ANT,322M,3.47
31745,TTH,1100,1230,MERABET,S,3.6,ANT,324L,3.91
31275,TH,1400,1700,MICKENBERG,J,3,AMS,390,3.16
31400,TTH,1230,1330,REED,D,3.8,ANT,301,3.64
31685,TTH,1400,1530,RODRIGUEZ,E,2.6,ANT,324L,3.79
31835,TH,900,1200,RODRIGUEZ,E,2.6,ANT,380K,3.79
31834,W,900,1200,ROSEN,A,3.5,ANT,380K,3.98
31717,F,1200,1500,RUNGGALDIER,A,3.6,ANT,324L,3.86
31757,TTH,1230,1400,SERIFF,S,3.6,ANT,325L,3.51
31780,TTH,1100,1230,SHAPIRO,L,3.7,ANT,432L,3.12
31734,TTH,1230,1400,SHIRAZI,F,4.2,ANT,324L,3.29
31510,MW,1500,1600,SLOTTA,J,4.2,ANT,302,3.73
31515,MW,1500,1600,SLOTTA,J,4.2,ANT,302,3.73
31520,MW,1500,1600,SLOTTA,J,4.2,ANT,302,3.73
31525,MW,1500,1600,SLOTTA,J,4.2,ANT,302,3.73
31530,MW,1500,1600,SLOTTA,J,4.2,ANT,302,3.73
31535,MW,1500,1600,SLOTTA,J,4.2,ANT,302,3.73
31540,MW,1600,1730,STURM,C,3.8,ANT,302,3.73
31230,TTH,1100,1230,SMITH,M,4.4,AMS,370,2.87
31765,W,1500,1800,STEWART,K,4.5,ANT,325L,3.67
31285,W,1200,1500,THOMPSON,L,3.2,AMS,391,3.58
31675,MWF,900,1000,TRAPHAGAN,J,2.5,ANT,324L,3.89
31237,TTH,1530,1700,THOMPSON,S,4,AMS,370,3.52
31265,M,1400,1700,THOMPSON,S,4,AMS,385,3.52
31545,MW,1000,1100,VALDEZ,F,4.2,ANT,304,3.74
31550,MW,1000,1100,VALDEZ,F,4.2,ANT,304,3.74
31555,MW,1000,1100,VALDEZ,F,4.2,ANT,304,3.74
31560,MW,1000,1100,VALDEZ,F,4.2,ANT,304,3.74
31565,MW,1000,1100,VALDEZ,F,4.2,ANT,304,3.74
31570,MW,1000,1100,VALDEZ,F,4.2,ANT,304,3.74
31575,MW,1000,1100,VALDEZ,F,4.2,ANT,304,3.74
31580,MW,1000,1100,VALDEZ,F,4.2,ANT,304,3.74
31585,MW,1000,1100,VALDEZ,F,4.2,ANT,304,3.74
31590,MW,1000,1100,VALDEZ,F,4.2,ANT,304,3.74
31595,MW,1000,1100,VALDEZ,F,4.2,ANT,304,3.74
31725,M,1500,1800,VALDEZ,F,4.2,ANT,324L,3.74
31680,MWF,1400,1500,LIVERMON,X,4.5,ANT,324L,3.9
31279,TH,1400,1700,LOPEZ,S,3,AMS,391,3.52
31284,W,900,1200,LOPEZ,S,3,AMS,391,3.52
31600,MW,1300,1430,WADE,M,2.5,ANT,304T,3.66
31770,MW,1600,1730,WADE,M,2.5,ANT,326F,3.66
31655,TTH,930,1100,WEBSTER,A,4,ANT,322M,3.75
31632,MWF,1200,1300,WEINREB,A,5,ANT,310L,3.73
33005,MWF,900,1000,KIM,E,5,KOR,606,3.83
33010,MWF,1000,1100,KIM,E,5,KOR,606,3.83
32290,MWF,1100,1200,LAI,C,4.9,ANS,302C,3.78
32327,TTH,800,930,LIU,A,4.5,ANS,361,3.17
32395,TH,1530,1830,LI,H,4,ANS,381,3.22
32620,MWF,1000,1100,CHANG,C,4.8,CHI,606,3.61
32835,MWF,900,1000,COOKE,C,5,JPN,601D,3.67
32845,MWF,1000,1100,COOKE,C,5,JPN,601D,3.67
31905,T,1400,1700,DENBOW,J,3,ANT,392K,3.64
32285,MWF,900,1000,FREIBERGER,O,5,ANS,301R,3.77
32385,W,1600,1900,FREIBERGER,O,5,ANS,379,3.77
32605,MWF,900,1000,CHEN,J,3.7,CHI,604,3.55
32645,MWF,800,900,CHEN,J,3.7,CHI,507,3.55
32910,MWF,1200,1300,COOKE,C,5,JPN,317C,3.67
32190,TTH,1400,1530,HINDMAN,H,5,AAS,330,3.42
32350,TTH,1400,1530,HINDMAN,H,5,ANS,361,3.42
32420,T,1700,2000,HINDMAN,H,5,ANS,395,3.42
31935,F,900,1200,CAMPBELL,C,3.5,ANT,394M,3.17
32630,MWF,1100,1200,CHANG,C,4.8,CHI,606,3.61
32670,MW,1400,1500,HSIEH,C,4.3,CHI,412K,3.51
32675,MW,1000,1100,HSIEH,C,4.3,CHI,412L,3.51
32690,MWF,1200,1300,HSIEH,C,4.3,CHI,320L,3.51
32160,TTH,1400,1530,HSU,M,1.6,AAS,312,3.37
32225,W,900,1200,HSU,M,1.6,AAS,381,3.37
32409,W,900,1200,HSU,M,1.6,ANS,390,3.37
32840,MWF,1000,1100,KATAYAMA,A,4.7,JPN,601D,3.6
32850,MWF,1100,1200,KATAYAMA,A,4.7,JPN,601D,3.6
31920,W,900,1200,KEATING,E,3.3,ANT,393,3.98
32655,MWF,1000,1100,LIU,Y,3.5,CHI,612,3.72
32660,MW,1100,1200,LIU,Y,3.5,CHI,412K,3.72
32310,MW,1300,1430,LU,X,4.3,ANS,322M,3.9
32307,TTH,930,1100,MACLACHLAN,P,4.3,ANS,321M,3.3
32340,TTH,1230,1400,MACLACHLAN,P,4.3,ANS,361,3.3
31915,T,1400,1700,MERABET,S,3.6,ANT,392M,3.91
32282,TTH,1100,1230,MOIN,A,3.5,ANS,301M,3.78
32155,TTH,1100,1230,NAULT,C,4.6,AAS,310,3.74
32335,TTH,930,1100,OH,Y,4.2,ANS,361,3.33
32410,TH,1400,1700,OH,Y,4.2,ANS,390,3.33
32295,TTH,1400,1530,OPPENHEIM,R,2.9,ANS,302D,3.93
32345,TTH,1700,1830,OPPENHEIM,R,2.9,ANS,361,3.93
33000,MWF,1200,1300,PARK,K,5,KOR,604,3.92
33015,MWF,1100,1200,PARK,S,5,KOR,606,3.91
32320,MWF,1400,1500,PHILLIPS,S,3.1,ANS,340,3.08
31975,W,900,1200,REED,D,3.8,ANT,398T,3.64
31910,TH,1300,1600,SHAPIRO,L,3.7,ANT,392L,3.12
31950,M,900,1200,STEWART,K,4.5,ANT,394M,3.67
32885,MWF,1100,1200,SUITO,N,3.8,JPN,610D,3.45
32915,MWF,1300,1400,SUITO,N,3.8,JPN,320K,3.45
32418,W,1500,1800,TALBOT,C,5,ANS,391,3.19
32855,MWF,1200,1300,TANAKA,M,4.2,JPN,601D,2.85
32860,MWF,1300,1400,TANAKA,M,4.2,JPN,601D,2.85
32935,TTH,930,1100,TANAKA,M,4.2,JPN,327,2.85
32635,MWF,1400,1500,TENG,W,4.4,CHI,606,3.54
32640,MWF,1500,1600,TENG,W,4.4,CHI,606,3.54
32355,MWF,900,1000,TRAPHAGAN,J,2.5,ANS,361,3.89
31925,T,1400,1700,WEBSTER,A,4,ANT,393,3.75
33030,TTH,1400,1530,KIM,E,5,KOR,412K,3.83
33585,TTH,1230,1400,LANDAU,B,4.7,C C,304C,3.91
33645,MWF,1200,1300,KING,B,4,C C,348,3.56
33650,TTH,930,1100,LEON,J,3.1,C C,348,3.51
33760,TTH,1100,1230,BECK,D,3.5,GK ,365,3.63
34120,MWF,1300,1400,CORTSEN,R,5,C L,323,3.63
33575,MWF,1200,1300,CURTIS,T,4.3,C C,303,3.35
33600,MWF,800,900,CURTIS,T,4.3,C C,306M,3.35
33185,TTH,1100,1230,DAVIS,D,4.5,SAN,330,3.76
33990,W,1400,1700,EBBELER,J,3,LAT,390,3.59
34155,M,1400,1700,GRUMBERG,K,5,C L,382,3.88
33195,TTH,1100,1230,DAVIS,D,4.5,SAN,384S,3.76
33635,TTH,1230,1400,GULIZIO,J,4.2,C C,340,3.91
33925,MTWTHF,900,1000,GULIZIO,J,4.2,LAT,511K,3.91
34285,MWF,1100,1200,HICKENBOTTOM,W,2.8,ECO,304K,2.67
34330,MW,1530,1700,HICKENBOTTOM,W,2.8,ECO,420K,2.67
34117,TTH,1100,1230,HILLMANN,M,4.3,C L,323,3.64
33780,TTH,1400,1530,BECK,D,3.5,GK ,383,3.63
33605,MWF,900,1000,CURTIS,T,4.3,C C,306M,3.35
33655,TTH,930,1100,LEON,J,3.1,C C,348,3.51
33965,TTH,1400,1530,LUSHKOV,A,4.8,LAT,383,3.71
33590,MWF,1400,1500,NETHERCUT,W,3.4,C C,304C,3.68
34320,MW,1100,1230,OETTINGER,G,4.5,ECO,420K,3.57
34325,MW,1100,1230,OETTINGER,G,4.5,ECO,420K,3.57
33035,TTH,1530,1700,PARK,K,5,KOR,412K,3.92
33020,MWF,1200,1300,PARK,S,5,KOR,606,3.91
33025,TTH,1100,1230,PARK,S,5,KOR,412K,3.91
33040,MWF,1300,1400,PARK,S,5,KOR,320K,3.91
33455,MW,1100,1200,PERLMAN,P,3.3,AHC,325,2.53
33460,MW,1100,1200,PERLMAN,P,3.3,AHC,325,2.53
33465,MW,1100,1200,PERLMAN,P,3.3,AHC,325,2.53
33750,MWF,1300,1400,PERLMAN,P,3.3,GK ,311,2.53
33545,MWF,1000,1100,RABINOWITZ,A,4.3,C C,301,3.64
34150,TTH,1230,1400,RAFFA,G,4.4,C L,382,3.46
33435,MW,1000,1100,RIGGSBY,A,3.5,AHC,325,3.06
33440,MW,1000,1100,RIGGSBY,A,3.5,AHC,325,3.06
33445,MW,1000,1100,RIGGSBY,A,3.5,AHC,325,3.06
33450,MW,1000,1100,RIGGSBY,A,3.5,AHC,325,3.06
34305,MW,1430,1600,SADLER,M,4.3,ECO,304L,3.16
34110,TTH,1230,1400,SALGADO,C,2.5,C L,323,3.27
34295,MWF,1600,1700,SCHNEIDER,H,3.7,ECO,304K,2.94
34270,MW,1530,1700,SHAMOUN,D,1.5,ECO,301,2.91
33410,MWF,1100,1200,TALBOT,C,5,AHC,310,3.19
34310,TTH,1530,1700,THOMAS,C,4,ECO,420K,3.94
33610,MWF,1000,1100,TAYLOR,R,2.6,C C,307D,3.46
34315,TTH,1530,1700,THOMAS,C,4,ECO,420K,3.94
34280,MW,800,930,THOMPSON,J,2.8,ECO,304K,2.67
33805,M,1400,1700,WHITE,S,4.7,GK ,390,3.72
34140,F,1400,1500,WILKINSON,L,2.5,C L,180K,3.87
34160,TTH,1230,1400,WILKINSON,L,2.5,C L,382,3.87
34165,TTH,1530,1700,WILKINSON,L,2.5,C L,390,3.87
34145,W,1500,1800,WILKS,J,4,C L,381,3.4
34620,TTH,1100,1230,KLINE,B,2.8,ECO,388D,3.14
34835,MW,1430,1600,LASALLE,P,4.2,CRW,325F,3.5
34900,MW,1600,1730,LASALLE,P,4.2,CRW,355F,3.5
34474,MW,1400,1530,MANOLI,D,4.5,ECO,350K,2.92
34610,T,1400,1530,MIRAVETE,E,3,ECO,387M,3.5
34990,TTH,930,1100,BARRET,J,4,E  ,303C,3.6
34430,TTH,1530,1700,BENCIVENGA,V,2.1,ECO,329,2.8
34885,MW,1600,1730,BERRY,B,4.3,CRW,330,3.41
34490,MW,1130,1300,BOYARCHENKO,S,3.2,ECO,369F,3.6
34820,MWF,1000,1100,CASARES,O,3.3,CRW,325,3.44
34893,MWF,1200,1300,CASARES,O,3.3,CRW,340F,3.44
34965,TTH,930,1100,FRIEDMAN,A,4.8,E  ,303C,3.43
34350,TTH,930,1100,GLOVER,A,5,ECO,320L,2.92
34585,TTH,1400,1530,GLOVER,A,5,ECO,387C,2.92
34880,TTH,930,1100,HEINZELMAN,K,4.7,CRW,330,3.24
34340,MW,1530,1700,HICKENBOTTOM,W,2.8,ECO,420K,2.67
33045,MWF,1100,1200,PARK,K,5,KOR,330,3.92
34980,TTH,930,1100,ARJOMAND,M,5,E  ,303C,3.29
34686,MW,1130,1300,BOYARCHENKO,S,3.2,ECO,395K,3.6
34975,TTH,930,1100,HOAD,N,4.4,E  ,303C,3.82
34560,TTH,1030,1200,HOUGHTON,S,3.3,ECO,386E,3.59
34640,TTH,1030,1200,HOUGHTON,S,3.3,ECO,394K,3.59
34427,TTH,1230,1400,MOSTASHARI,S,2.3,ECO,328,2.91
34715,TTH,1400,1530,MOSTASHARI,S,2.3,ECO,395L,2.91
34818,MW,1130,1300,MURRAY,J,2,CRW,315F,3.26
42220,W,1500,1800,PHILLIPS,S,3.1,PHL,375M,3.08
34970,TTH,930,1100,REBHORN,W,3.2,E  ,303C,3.28
48645,MWF,1400,1500,SAXENA,I,2.8,BIO,325,2.92
48650,MWF,1400,1500,SAXENA,I,2.8,BIO,325,2.92
34425,TTH,1100,1230,SIBLEY,D,3.7,ECO,328,3.54
34540,MW,1400,1530,STINCHCOMBE,M,3,ECO,385C,3.4
34545,MW,930,1100,STINCHCOMBE,M,3,ECO,385D,3.4
34347,TTH,1700,1830,THOMAS,C,4,ECO,420K,3.94
34348,TTH,1700,1830,THOMAS,C,4,ECO,420K,3.94
34370,TTH,800,930,THOMPSON,J,2.8,ECO,421K,2.67
34405,TTH,930,1100,TREJO,S,4.2,ECO,324,3.84
34390,MWF,900,1000,TRINQUE,B,2,ECO,322,2.81
34395,MWF,1000,1100,TRINQUE,B,2,ECO,322,2.81
34420,MWF,800,900,TRINQUE,B,2,ECO,327,2.81
34580,MW,930,1100,WISEMAN,T,4,ECO,386E,3.95
34615,TH,1400,1530,WISEMAN,T,4,ECO,387M,3.95
34985,TTH,930,1100,WOODS,M,5,E  ,303C,3.94
34660,MW,1400,1530,ZERVOU,A,5,ECO,394L,3.62
34665,MW,1400,1530,ZERVOU,A,5,ECO,394L,3.62
35370,MW,1430,1600,MALLIN,E,3.7,E  ,316L,3.14
35375,MW,1430,1600,MALLIN,E,3.7,E  ,316L,3.14
35380,MW,1430,1600,MALLIN,E,3.7,E  ,316L,3.14
35385,MW,1430,1600,MALLIN,E,3.7,E  ,316L,3.14
35390,MW,1430,1600,MALLIN,E,3.7,E  ,316L,3.14
35395,MW,1430,1600,MALLIN,E,3.7,E  ,316L,3.14
35400,MW,1430,1600,MALLIN,E,3.7,E  ,316L,3.14
35405,MW,1430,1600,MALLIN,E,3.7,E  ,316L,3.14
35150,TTH,1530,1700,RIVERA-DUNDAS,A,5,E  ,314V,3.63
35075,TTH,1400,1530,RODRIGUEZ,G,5,E  ,314J,3.72
48655,MWF,1400,1500,SAXENA,I,2.8,BIO,325,2.92
48660,MWF,1400,1500,SAXENA,I,2.8,BIO,325,2.92
35000,MWF,1100,1200,MOORE,L,4.5,E  ,303C,3.94
35020,MWF,1400,1500,MOORE,L,4.5,E  ,310C,3.94
48384,TTH,800,930,POENIE,M,2.7,BIO,325,3.41
35120,MWF,1100,1200,SCALA,E,3.8,E  ,314L,3.14
40325,TTH,930,1100,SMILJANIC,R,4.6,LIN,381M,3.18
35135,MWF,1300,1400,COTTER,E,5,E  ,314L,3.57
35005,MWF,1100,1200,DOHERTY,B,3.5,E  ,303C,3.57
35172,MWF,1300,1400,EGAN,J,5,E  ,314V,3.66
34995,MWF,1100,1200,GARCIA,P,4.7,E  ,303C,3.11
35140,TTH,1530,1700,GOHEEN,J,4.3,E  ,314L,3.87
35310,TTH,1230,1400,HEDRICK,E,2.6,E  ,316L,3.02
35315,TTH,1230,1400,HEDRICK,E,2.6,E  ,316L,3.02
35320,TTH,1230,1400,HEDRICK,E,2.6,E  ,316L,3.02
35325,TTH,1230,1400,HEDRICK,E,2.6,E  ,316L,3.02
35330,TTH,1230,1400,HEDRICK,E,2.6,E  ,316L,3.02
35335,TTH,1230,1400,HEDRICK,E,2.6,E  ,316L,3.02
35340,TTH,1230,1400,HEDRICK,E,2.6,E  ,316L,3.02
35345,TTH,1230,1400,HEDRICK,E,2.6,E  ,316L,3.02
35350,TTH,1230,1400,HEDRICK,E,2.6,E  ,316L,3.02
35355,TTH,1230,1400,HEDRICK,E,2.6,E  ,316L,3.02
35010,MWF,1100,1200,CHRISTIAN,G,4.8,E  ,303C,3.64
35105,MWF,1000,1100,HINES,Z,5,E  ,314L,3.71
35250,TTH,1100,1230,CHRISTIAN,G,4.8,E  ,316L,3.64
35255,TTH,1100,1230,CHRISTIAN,G,4.8,E  ,316L,3.64
35260,TTH,1100,1230,CHRISTIAN,G,4.8,E  ,316L,3.64
35265,TTH,1100,1230,CHRISTIAN,G,4.8,E  ,316L,3.64
35270,TTH,1100,1230,CHRISTIAN,G,4.8,E  ,316L,3.64
35275,TTH,1100,1230,CHRISTIAN,G,4.8,E  ,316L,3.64
35490,TTH,930,1100,COX,J,5,E  ,316M,2.97
35495,TTH,930,1100,COX,J,5,E  ,316M,2.97
35500,TTH,930,1100,COX,J,5,E  ,316M,2.97
35505,TTH,930,1100,COX,J,5,E  ,316M,2.97
35510,TTH,930,1100,COX,J,5,E  ,316M,2.97
35515,TTH,930,1100,COX,J,5,E  ,316M,2.97
35520,TTH,930,1100,COX,J,5,E  ,316M,2.97
35525,TTH,930,1100,COX,J,5,E  ,316M,2.97
35530,TTH,930,1100,COX,J,5,E  ,316M,2.97
35535,TTH,930,1100,COX,J,5,E  ,316M,2.97
35540,TTH,930,1100,COX,J,5,E  ,316M,2.97
35545,TTH,930,1100,COX,J,5,E  ,316M,2.97
35280,TTH,1100,1230,CHRISTIAN,G,4.8,E  ,316L,3.64
35285,TTH,1100,1230,CHRISTIAN,G,4.8,E  ,316L,3.64
35290,TTH,1100,1230,CHRISTIAN,G,4.8,E  ,316L,3.64
35295,TTH,1100,1230,CHRISTIAN,G,4.8,E  ,316L,3.64
35107,MWF,1200,1300,HINES,Z,5,E  ,314L,3.71
00535,TTH,1230,1400,SPECK,L,4.5,ARC,308,3.46
00540,TTH,1230,1400,SPECK,L,4.5,ARC,308,3.46
00545,TTH,1230,1400,SPECK,L,4.5,ARC,308,3.46
00550,TTH,1230,1400,SPECK,L,4.5,ARC,308,3.46
00555,TTH,1230,1400,SPECK,L,4.5,ARC,308,3.46
00560,TTH,1230,1400,SPECK,L,4.5,ARC,308,3.46
00565,TTH,1230,1400,SPECK,L,4.5,ARC,308,3.46
00570,TTH,1230,1400,SPECK,L,4.5,ARC,308,3.46
00575,TTH,1230,1400,SPECK,L,4.5,ARC,308,3.46
00580,TTH,1230,1400,SPECK,L,4.5,ARC,308,3.46
00585,TTH,1230,1400,SPECK,L,4.5,ARC,308,3.46
00590,TTH,1230,1400,SPECK,L,4.5,ARC,308,3.46
00595,TTH,1230,1400,SPECK,L,4.5,ARC,308,3.46
00600,TTH,1230,1400,SPECK,L,4.5,ARC,308,3.46
35015,TTH,930,1100,WOODARD,H,4,E  ,303C,3.55
35960,W,1500,1800,LONGAKER,M,4.9,E  ,387N,3.77
36017,MW,1300,1430,MACKAY,C,4.5,E  ,392M,3.65
35675,MW,1600,1730,MALLIN,E,3.7,E  ,321,3.14
07380,TTH,1230,1400,MAXWELL,M,1.8,CMS,371D,3.92
07385,W,1500,1700,MAXWELL,M,1.8,CMS,371K,3.92
35635,MWF,1300,1400,NEHRING,N,3,E  ,316N,3.74
35722,TTH,1100,1230,NEHRING,N,3,E  ,343L,3.74
35945,W,1800,2100,BAKER,S,3.5,E  ,384K,3.85
36020,M,900,1200,BARCHAS,J,3.2,E  ,393M,3.39
35830,TTH,1530,1700,BARRET,J,4,E  ,368H,3.6
