unique-number,lecture-days,lecture-start,lecture-end,professor-last-name,professor-first-initial,rmp-rating,prefix,number,average
63135,MW,1400,1500,RICHMOND-GARZA,E,4.2,UGS,303,3.96
41574,MWF,1200,1300,SHAHSAVARI,A,5,PRS,381H,3.61
62940,MW,1200,1300,KNAPP,G,4.3,UGS,303,3.23
62945,MW,1200,1300,KNAPP,G,4.3,UGS,303,3.23
62950,MW,1200,1300,KNAPP,G,4.3,UGS,303,3.23
62955,MW,1200,1300,KNAPP,G,4.3,UGS,303,3.23
02445,T,1730,1900,SMITH,S,4.3,ACC,152,3.18
02545,T,1730,1900,SMITH,S,4.3,ACC,180C,3.18
63510,MW,1100,1200,SPARROW,B,3.3,UGS,303,3.62
63515,MW,1100,1200,SPARROW,B,3.3,UGS,303,3.62
29500,MWF,1300,1400,STAUFFER,D,3.8,CTI,335,3.19
16055,TTH,930,1100,TELANG,N,4.2,E E,306,2.98
16120,MW,1030,1200,TELANG,N,4.2,E E,307E,2.98
16122,F,1100,1200,TELANG,N,4.2,E E,109K,2.98
16123,TH,1500,1600,TELANG,N,4.2,E E,109K,2.98
16124,T,1400,1500,TELANG,N,4.2,E E,109K,2.98
16170,MW,1500,1630,TELANG,N,4.2,E E,411,2.98
16175,MW,1500,1630,TELANG,N,4.2,E E,411,2.98
16180,MW,1500,1630,TELANG,N,4.2,E E,411,2.98
54085,MWF,1300,1400,TSISHCHANKA,K,3,M  ,328K,2.59
18070,M,1500,1600,WANG,Y,2.5,M E,139L,3.27
18080,M,1500,1600,WANG,Y,2.5,M E,139L,3.27
18085,M,1500,1600,WANG,Y,2.5,M E,139L,3.27
18090,M,1500,1600,WANG,Y,2.5,M E,139L,3.27
18095,M,1500,1600,WANG,Y,2.5,M E,139L,3.27
18100,M,1500,1600,WANG,Y,2.5,M E,139L,3.27
18105,M,1500,1600,WANG,Y,2.5,M E,139L,3.27
18110,M,1500,1600,WANG,Y,2.5,M E,139L,3.27
18115,M,1500,1600,WANG,Y,2.5,M E,139L,3.27
18130,M,1500,1600,WANG,Y,2.5,M E,139L,3.27
63060,T,1400,1600,WINSLADE,W,5,UGS,303,3.8
17545,TTH,1100,1300,WOOD,B,4.8,M E,302,3.63
17585,MW,900,1100,WOOD,B,4.8,M E,210,3.63
17595,TTH,1100,1300,WOOD,B,4.8,M E,210,3.63
59940,TH,800,900,YOUNG,V,5,PHM,191U,3.64
59945,TH,800,900,YOUNG,V,5,PHM,191U,3.64
63860,MW,1200,1300,PANGLE,T,4,UGS,303,3.7
63625,TTH,1100,1230,LAUDE,D,3.9,UGS,303,3.31
63630,TTH,1100,1230,LAUDE,D,3.9,UGS,303,3.31
63865,MW,1200,1300,PANGLE,T,4,UGS,303,3.7
63870,MW,1200,1300,PANGLE,T,4,UGS,303,3.7
63875,MW,1200,1300,PANGLE,T,4,UGS,303,3.7
63880,MW,1200,1300,PANGLE,T,4,UGS,303,3.7
63885,MW,1200,1300,PANGLE,T,4,UGS,303,3.7
63545,MWF,1000,1100,POTEET,M,2.3,UGS,303,3.45
63550,MWF,1000,1100,POTEET,M,2.3,UGS,303,3.45
63555,MWF,1400,1500,POTEET,M,2.3,UGS,303,3.45
03485,MW,1530,1700,BUTLER,J,3.5,FIN,374C,3.67
03575,MW,1000,1200,BUTLER,J,3.5,FIN,294,3.67
03155,TTH,1400,1530,DICKERSON,J,5,LEB,323,3.21
03165,TTH,1530,1700,DICKERSON,J,5,LEB,323,3.21
63635,TTH,930,1100,CARTER,P,4.4,UGS,303,3.91
63640,TTH,930,1100,CARTER,P,4.4,UGS,303,3.91
63645,TTH,930,1100,CARTER,P,4.4,UGS,303,3.91
63650,TTH,930,1100,CARTER,P,4.4,UGS,303,3.91
63655,TTH,930,1100,CARTER,P,4.4,UGS,303,3.91
63660,TTH,930,1100,CARTER,P,4.4,UGS,303,3.91
64015,TTH,1530,1700,FOSTER,K,3.4,UGS,303,3.82
64020,TTH,1530,1700,FOSTER,K,3.4,UGS,303,3.82
64025,TTH,1530,1700,FOSTER,K,3.4,UGS,303,3.82
64030,TTH,1530,1700,FOSTER,K,3.4,UGS,303,3.82
64035,TTH,1530,1700,FOSTER,K,3.4,UGS,303,3.82
64040,TTH,1530,1700,FOSTER,K,3.4,UGS,303,3.82
63605,MWF,1300,1400,GONZALEZ,L,3,UGS,303,3.47
63610,MWF,1300,1400,GONZALEZ,L,3,UGS,303,3.47
63565,TTH,800,930,HANSEN,A,5,UGS,303,3.75
63570,TTH,800,930,HANSEN,A,5,UGS,303,3.75
63575,MWF,900,1000,HANSEN,A,5,UGS,303,3.75
63580,MWF,900,1000,HANSEN,A,5,UGS,303,3.75
63585,MWF,1000,1100,HANSEN,A,5,UGS,303,3.75
63590,MWF,1000,1100,HANSEN,A,5,UGS,303,3.75
63560,MWF,1400,1500,POTEET,M,2.3,UGS,303,3.45
63525,TTH,1530,1700,REED,C,3.3,UGS,303,3.57
63530,TTH,1530,1700,REED,C,3.3,UGS,303,3.57
63535,TTH,1530,1700,REED,C,3.3,UGS,303,3.57
63540,TTH,1530,1700,REED,C,3.3,UGS,303,3.57
63595,MWF,900,1000,REICHLER,S,4.3,UGS,303,3.82
63600,MWF,900,1000,REICHLER,S,4.3,UGS,303,3.82
61310,TTH,930,1100,RHODES,D,5,S W,327,3.87
61340,MW,1430,1600,RHODES,D,5,S W,334,3.87
63985,MW,1100,1200,BRANDS,H,4.6,UGS,303,3.62
63990,MW,1100,1200,BRANDS,H,4.6,UGS,303,3.62
63995,MW,1100,1200,BRANDS,H,4.6,UGS,303,3.62
64000,MW,1100,1200,BRANDS,H,4.6,UGS,303,3.62
64005,MW,1100,1200,BRANDS,H,4.6,UGS,303,3.62
64010,MW,1100,1200,BRANDS,H,4.6,UGS,303,3.62
64045,TTH,1530,1700,FOSTER,K,3.4,UGS,303,3.82
64050,TTH,1530,1700,FOSTER,K,3.4,UGS,303,3.82
64055,TTH,1530,1700,FOSTER,K,3.4,UGS,303,3.82
63955,MW,1300,1400,ROSEN,A,3.5,UGS,303,3.98
63960,MW,1300,1400,ROSEN,A,3.5,UGS,303,3.98
63965,MW,1300,1400,ROSEN,A,3.5,UGS,303,3.98
63970,MW,1300,1400,ROSEN,A,3.5,UGS,303,3.98
63975,MW,1300,1400,ROSEN,A,3.5,UGS,303,3.98
63980,MW,1300,1400,ROSEN,A,3.5,UGS,303,3.98
63740,MW,900,1000,SANCHEZ,K,3,UGS,303,3.55
63745,MW,900,1000,SANCHEZ,K,3,UGS,303,3.55
63750,MW,900,1000,SANCHEZ,K,3,UGS,303,3.55
63754,MW,900,1000,SANCHEZ,K,3,UGS,303,3.55
63755,TTH,1100,1230,SCHNYER,R,3,UGS,303,3.83
63760,TTH,1100,1230,SCHNYER,R,3,UGS,303,3.83
63765,TTH,1100,1230,SCHNYER,R,3,UGS,303,3.83
63770,TTH,1100,1230,SCHNYER,R,3,UGS,303,3.83
63775,TTH,1100,1230,SCHNYER,R,3,UGS,303,3.83
63780,TTH,1100,1230,SCHNYER,R,3,UGS,303,3.83
63615,TTH,800,930,SHEAR,R,3.8,UGS,303,2.86
63620,TTH,800,930,SHEAR,R,3.8,UGS,303,2.86
63890,TTH,1530,1700,SONNENBERG,S,4.1,UGS,303,3.87
63895,TTH,1530,1700,SONNENBERG,S,4.1,UGS,303,3.87
63900,TTH,1530,1700,SONNENBERG,S,4.1,UGS,303,3.87
63520,MW,1100,1200,SPARROW,B,3.3,UGS,303,3.62
38720,W,1830,2130,STAUFFER,D,3.8,GOV,382M,3.19
63935,MW,1500,1600,STRAUBHAAR,S,3.4,UGS,303,3.39
63940,MW,1500,1600,STRAUBHAAR,S,3.4,UGS,303,3.39
63945,MW,1500,1600,STRAUBHAAR,S,3.4,UGS,303,3.39
63950,MW,1500,1600,STRAUBHAAR,S,3.4,UGS,303,3.39
43085,W,1400,1700,TELCH,M,3,PSY,396,3.33
28635,M,1315,1500,WEINBERG,L,1.5,LAW,279M,3.45
28915,MTW,1030,1130,WEINBERG,L,1.5,LAW,386,3.45
62020,MWF,1500,1600,WOODRUFF,P,4.6,UGS,302,3.54
59950,TH,800,900,YOUNG,V,5,PHM,191U,3.64
34720,TTH,1400,1530,MOSTASHARI,S,2.3,ECO,395L,2.91
64520,W,1300,1400,MARTINEZ,A,4.9,UGS,18,3.47
34725,TTH,1400,1530,MOSTASHARI,S,2.3,ECO,395L,2.91
30700,TTH,1100,1230,RICHARDSON,M,5,AFR,372E,3.81
64310,W,1500,1600,ROBERTS,D,4.8,UGS,17,3.62
64337,TH,1400,1500,ROBERTS,D,4.8,UGS,17,3.62
34458,MW,1230,1400,SHAMOUN,D,1.5,ECO,349K,2.91
64140,MW,900,1000,GULBAS,L,5,UGS,303,3.77
64170,TTH,1400,1500,HOLLERAN,L,4.5,UGS,303,3.82
64175,TTH,1400,1500,HOLLERAN,L,4.5,UGS,303,3.82
64180,TTH,1400,1500,HOLLERAN,L,4.5,UGS,303,3.82
64145,MW,900,1000,GULBAS,L,5,UGS,303,3.77
64150,MW,900,1000,GULBAS,L,5,UGS,303,3.77
64185,TTH,1400,1500,HOLLERAN,L,4.5,UGS,303,3.82
32685,TTH,1100,1230,TENG,W,4.4,CHI,320K,3.54
39695,M,1500,1800,TWINAM,A,4.3,LAS,310,3.34
07145,TTH,1400,1530,SMITH,S,4.3,CMS,306M,3.18
64340,T,1800,1900,SMITH,J,5,UGS,17,3.79
64345,T,1800,1900,SMITH,J,5,UGS,17,3.79
64350,T,1800,1900,SMITH,J,5,UGS,17,3.79
64355,T,1800,1900,SMITH,J,5,UGS,17,3.79
30337,MWF,1300,1400,WEINREB,A,5,LAH,350,3.73
59955,TH,800,900,YOUNG,V,5,PHM,191U,3.64
34670,MW,1400,1530,ZERVOU,A,5,ECO,394L,3.62
64885,T,1300,1400,RANEY,M,4,UGS,18,3.95
64865,M,1300,1400,REICHLER,S,4.3,UGS,18,3.82
64979,W,1400,1500,SHEAR,R,3.8,UGS,18,2.86
03290,TTH,800,930,DUVIC,R,4,FIN,357,3.08
03305,TTH,930,1100,DUVIC,R,4,FIN,357,3.08
03110,TTH,930,1100,GOLD,B,3.8,LEB,320F,3.18
03115,TTH,1100,1230,GOLD,B,3.8,LEB,320F,3.18
03120,TTH,1230,1400,GOLD,B,3.8,LEB,320F,3.18
03055,MW,1530,1700,IRWIN,J,5,BGS,388,3.85
03040,TTH,1100,1230,BREDESON,D,4,BGS,381N,3.18
52240,M,1700,2000,MOYER-TRIMYER,R,3.5,HDF,378K,3.73
66505,TTH,1230,1400,CAFFARELLI,L,3,CSE,385R,3.9
65820,F,1300,1400,EVANS,M,5,UGS,18,4
66045,T,1100,1200,GILDEN,D,2.4,UGS,018T,3.3
66235,F,830,1000,HERD,V,2.3,DEV,000M,3.8
66570,TTH,930,1100,BUI,T,4,CSE,397,3.93
66495,TTH,1700,1830,PARKER,M,4.5,CSE,384R,3.54
66500,MW,1300,1430,HERSH,M,1,CSE,384T,3.79
66560,TTH,1530,1700,PATRIZI,S,4.3,CSE,396,4
66260,TTH,1100,1230,POWELL,P,5,DEV,303M,3.48
65990,M,1200,1300,RANEY,M,4,UGS,018S,3.95
03045,TTH,1230,1400,BREDESON,D,4,BGS,381N,3.18
03375,MW,800,930,JOHNSON,T,3.3,FIN,367,3.67
03385,MW,930,1100,JOHNSON,T,3.3,FIN,367,3.67
03160,TTH,1400,1530,JUE,S,4.9,LEB,323,3.54
63140,MW,1400,1500,RICHMOND-GARZA,E,4.2,UGS,303,3.96
63145,MW,1400,1500,RICHMOND-GARZA,E,4.2,UGS,303,3.96
41387,MWF,1400,1500,MULDER,S,4,MEL,321,3.53
63150,MW,1400,1500,RICHMOND-GARZA,E,4.2,UGS,303,3.96
63155,MW,1400,1500,RICHMOND-GARZA,E,4.2,UGS,303,3.96
63160,MW,1400,1500,RICHMOND-GARZA,E,4.2,UGS,303,3.96
63165,MW,1400,1500,RICHMOND-GARZA,E,4.2,UGS,303,3.96
16090,MW,1500,1630,ABRAHAM,J,5,E E,306,3.97
16095,MW,1500,1630,ABRAHAM,J,5,E E,306,3.97
30595,MWF,1300,1400,AFOLABI,O,4,AFR,317E,3.83
16929,MW,1700,1830,AKINWANDE,D,5,E E,382M,3.46
41095,MWF,1000,1100,AL-SHALCHI,O,5,ARA,381H,3.72
07850,MW,900,1030,ALVES,R,5,J  ,347F,3.57
03530,MW,1100,1230,ALEXANDER,J,5,FIN,377,3.5
03595,MW,930,1100,ALEXANDER,J,5,FIN,394,3.5
03596,MW,800,930,ALEXANDER,J,5,FIN,394,3.5
08045,MW,900,1030,ALVES,R,5,J  ,395,3.57
08090,MW,1200,1330,ALVES,R,5,J  ,395,3.57
45010,M,1500,1800,ANGEL,R,4,SOC,396L,3.36
60780,M,1500,1800,ANGEL,R,4,P A,388K,3.36
15410,TTH,1400,1530,ABI GHANNAM,N,3.2,C E,333T,3.04
11380,MW,1100,1200,ABRAHAM,L,4.5,KIN,335C,3.03
11395,MW,1100,1200,ABRAHAM,L,4.5,KIN,335C,3.03
51460,MWF,1200,1300,ABRAHAM,S,5,C S,329E,3.79
51610,MWF,1500,1600,ABRAHAM,S,5,C S,354,3.79
51615,MWF,1400,1500,ABRAHAM,S,5,C S,354R,3.79
34680,TTH,900,1030,ABREVAYA,J,5,ECO,394M,3.61
34685,TTH,900,1030,ABREVAYA,J,5,ECO,394M,3.61
34690,TTH,900,1030,ABREVAYA,J,5,ECO,394M,3.61
09562,W,1600,1900,ADAIR,J,5,EDC,385G,3.81
37010,TTH,1400,1530,ADAMS,P,3.5,GRG,305,3.42
37015,TTH,1400,1530,ADAMS,P,3.5,GRG,305,3.42
37020,TTH,1400,1530,ADAMS,P,3.5,GRG,305,3.42
37025,TTH,1400,1530,ADAMS,P,3.5,GRG,305,3.42
37030,TTH,1400,1530,ADAMS,P,3.5,GRG,305,3.42
37035,TTH,1400,1530,ADAMS,P,3.5,GRG,305,3.42
37040,TTH,1400,1530,ADAMS,P,3.5,GRG,305,3.42
39680,MWF,1300,1400,AFOLABI,O,4,LAS,310,3.83
30930,MWF,1200,1400,ADELAKUN,A,2,YOR,601C,3.74
44885,TTH,1230,1400,ADUT,A,3.8,SOC,379M,3.8
44890,TTH,1400,1530,ADUT,A,3.8,SOC,379M,3.8
44990,T,1800,2100,ADUT,A,3.8,SOC,394K,3.8
61960,MWF,1200,1300,AFOLABI,O,4,UGS,302,3.83
49295,TTH,930,1100,AGARWALA,S,3,BIO,367C,3.3
49670,TTH,930,1100,AGARWALA,S,3,BIO,381K,3.3
39124,TTH,1230,1400,AGHAIE,K,2.8,HIS,331L,3.8
39436,T,1530,1830,AGHAIE,K,2.8,HIS,388K,3.8
40865,TTH,1230,1400,AGHAIE,K,2.8,MES,343,3.8
40903,T,1530,1830,AGHAIE,K,2.8,MES,385,3.8
61415,M,830,1130,AMBROSINO,R,5,S W,381R,3.92
40505,TTH,1400,1530,ALVAREZ,C,5,MAS,307,3.55
02515,MW,1400,1530,ALLEN,M,4.5,ACC,364,3.3
32875,MWF,800,900,AIDA,Y,5,JPN,610D,3.4
32880,MWF,900,1000,AIDA,Y,5,JPN,610D,3.4
32925,MWF,1100,1200,AIDA,Y,5,JPN,320L,3.4
40567,TTH,1230,1400,ALVAREZ,C,5,MAS,374,3.55
61420,T,1130,1430,AMBROSINO,R,5,S W,381R,3.92
61460,W,1430,1730,AMBROSINO,R,5,S W,381T,3.92
61470,M,1730,2030,AMBROSINO,R,5,S W,381T,3.92
49905,MWF,1200,1300,ANDERSON,B,4.3,CH ,301,3.81
29935,MW,900,1000,ANDERSON,M,4,IRG,301,3.86
29940,MW,900,1000,ANDERSON,M,4,IRG,301,3.86
29945,MW,900,1000,ANDERSON,M,4,IRG,301,3.86
29950,MW,900,1000,ANDERSON,M,4,IRG,301,3.86
29955,MW,900,1000,ANDERSON,M,4,IRG,301,3.86
29960,MW,900,1000,ANDERSON,M,4,IRG,301,3.86
29990,W,1500,1800,ANDERSON,M,4,IRG,678HA,3.86
57120,W,1030,1130,ANDERSON,M,4,N  ,224,3.86
57390,MT,645,1445,ANDERSON,M,4,N  ,365P,3.86
25705,MWF,1300,1500,ANDERSON,C,4,T D,312C,3.84
25850,MWF,1300,1500,ANDERSON,C,4,T D,322C,3.84
25860,MWF,1300,1500,ANDERSON,C,4,T D,322E,3.84
25880,MWF,1500,1700,ANDERSON,C,4,T D,222P,3.84
26185,TTH,1400,1530,ANDERSON,C,4,T D,386,3.84
26190,MW,1100,1230,ANDERSON,C,4,T D,386D,3.84
46227,M,900,1200,ANGEL,J,2,WGS,393,3.49
62635,MW,1600,1700,ANGEL,J,2,UGS,303,3.49
62640,MW,1600,1700,ANGEL,J,2,UGS,303,3.49
62645,MW,1600,1700,ANGEL,J,2,UGS,303,3.49
05873,MW,1400,1530,ATKINSON,L,5,ADV,324,3.79
06377,MW,1400,1530,ATKINSON,L,5,P R,324,3.79
20980,TTH,1100,1230,BAKER,M,5,AET,339,3.47
03205,TTH,930,1100,JUE,S,4.9,LEB,380,3.54
07469,M,1530,1830,BALLARD,D,4,CMS,390S,3.1
27315,TTH,930,1100,SHANAHAN,T,3,GEO,391,2.92
64435,T,1800,1900,SMITH,J,5,UGS,17,3.79
64440,T,1800,1900,SMITH,J,5,UGS,17,3.79
64445,T,1800,1900,SMITH,J,5,UGS,17,3.79
46530,M,1500,1600,STOVALL,G,2.2,NSC,001S,3.86
46535,M,1600,1700,STOVALL,G,2.2,NSC,001S,3.86
46540,W,1600,1700,STOVALL,G,2.2,NSC,001S,3.86
49495,T,1600,1700,STOVALL,G,2.2,BIO,177,3.86
48090,MWF,1100,1200,THIJS,A,3.1,BIO,311D,2.86
48091,MWF,1100,1200,THIJS,A,3.1,BIO,311D,2.86
48092,MWF,1100,1200,THIJS,A,3.1,BIO,311D,2.86
48094,MWF,1100,1200,THIJS,A,3.1,BIO,311D,2.86
48095,MWF,1100,1200,THIJS,A,3.1,BIO,311D,2.86
48100,MWF,1100,1200,THIJS,A,3.1,BIO,311D,2.86
48135,MWF,1400,1500,THIJS,A,3.1,BIO,311D,2.86
48140,MWF,1400,1500,THIJS,A,3.1,BIO,311D,2.86
48145,MWF,1400,1500,THIJS,A,3.1,BIO,311D,2.86
48180,MWF,1400,1500,THIJS,A,3.1,BIO,311D,2.86
48185,MWF,1400,1500,THIJS,A,3.1,BIO,311D,2.86
48190,MWF,1400,1500,THIJS,A,3.1,BIO,311D,2.86
49085,MWF,900,1000,THIJS,A,3.1,BIO,351,2.86
40145,MWF,1400,1500,WHITE,D,4.7,ASL,320,3.5
40135,MWF,1000,1100,WYNNE,M,5,ASL,311D,3.9
48510,MWF,1200,1300,KIM,G,4.8,BIO,325,3.25
48515,MWF,1200,1300,KIM,G,4.8,BIO,325,3.25
48520,MWF,1200,1300,KIM,G,4.8,BIO,325,3.25
48505,MWF,1200,1300,KIM,G,4.8,BIO,325,3.25
62650,MW,1600,1700,ANGEL,J,2,UGS,303,3.49
62655,MW,1600,1700,ANGEL,J,2,UGS,303,3.49
62660,MW,1600,1700,ANGEL,J,2,UGS,303,3.49
50805,TTH,1230,1400,ANSLYN,E,4.2,CH ,368,3.22
54160,MWF,1200,1300,ARBOGAST,T,4.3,M  ,340L,3.01
54215,MWF,900,1000,ARBOGAST,T,4.3,M  ,348,3.01
34105,TTH,1100,1230,ARENS,K,3.6,C L,323,3.81
34125,TTH,1530,1700,ARENS,K,3.6,C L,323,3.81
36230,TTH,1100,1230,ARENS,K,3.6,EUS,347,3.81
36250,TTH,1530,1700,ARENS,K,3.6,EUS,347,3.81
38020,TTH,1100,1230,ARENS,K,3.6,GSD,360,3.81
04620,TTH,1530,1700,AROIAN,M,3,MAN,320F,3.25
02435,TTH,1230,1400,ATIASE,R,1,ACC,329,3.22
63710,TTH,930,1100,AUYERO,J,3.6,UGS,303,3.71
63715,TTH,930,1100,AUYERO,J,3.6,UGS,303,3.71
63720,TTH,930,1100,AUYERO,J,3.6,UGS,303,3.71
63725,TTH,930,1100,AUYERO,J,3.6,UGS,303,3.71
63730,TTH,930,1100,AUYERO,J,3.6,UGS,303,3.71
63735,TTH,930,1100,AUYERO,J,3.6,UGS,303,3.71
20405,TTH,1400,1700,AWAI,N,5,ART,316K,3.69
20585,TTH,800,1100,AWAI,N,5,ART,361K,3.69
41410,TTH,1100,1230,AZAM,H,3.1,MEL,321,3.36
43310,TTH,1100,1230,AZAM,H,3.1,R S,358,3.36
43395,TH,1530,1830,AZAM,H,3.1,R S,390T,3.36
46228,TH,1530,1830,AZAM,H,3.1,WGS,393,3.36
09865,T,1600,1900,AZEVEDO,F,4.7,STM,390,3.34
02485,TTH,1230,1400,BADOLATO,P,3.8,ACC,356,3.52
02560,MW,1000,1200,BADOLATO,P,3.8,ACC,280K,3.52
02635,MW,1400,1530,BADOLATO,P,3.8,ACC,380K,3.52
18045,TTH,1400,1530,BAHADUR,V,3,M E,339,3.29
66540,MW,930,1100,BAJAJ,C,2.2,CSE,392,3.6
14710,TTH,800,930,BALDEA,M,2.5,CHE,360,2.99
16038,MW,1330,1500,BANK,S,4.1,E E,302H,3.68
16039,MW,1330,1500,BANK,S,4.1,E E,302H,3.68
27285,M,1730,1930,BANNER,J,4.1,GEO,191,3.9
50030,M,800,900,BARANOVA,Z,3.8,CH ,204,3.47
50035,M,800,900,BARANOVA,Z,3.8,CH ,204,3.47
50045,M,800,900,BARANOVA,Z,3.8,CH ,204,3.47
50050,M,800,900,BARANOVA,Z,3.8,CH ,204,3.47
50055,M,800,900,BARANOVA,Z,3.8,CH ,204,3.47
50060,M,800,900,BARANOVA,Z,3.8,CH ,204,3.47
50065,M,800,900,BARANOVA,Z,3.8,CH ,204,3.47
38777,M,1530,1830,BARANY,Z,4.2,GOV,390L,3.21
16895,MW,1030,1200,BARBER,K,2,E E,382C,3.85
08645,TTH,1530,1700,BARBER,M,4.5,RTF,367K,3.86
62890,TTH,930,1100,BARCHAS,J,3.2,UGS,303,3.39
62895,TTH,930,1100,BARCHAS,J,3.2,UGS,303,3.39
62900,TTH,930,1100,BARCHAS,J,3.2,UGS,303,3.39
62905,TTH,930,1100,BARCHAS,J,3.2,UGS,303,3.39
16360,TTH,930,1100,NANDAKUMAR,V,2.3,E E,422C,3.2
16365,TTH,1230,1400,NANDAKUMAR,V,2.3,E E,422C,3.2
16370,TTH,1230,1400,NANDAKUMAR,V,2.3,E E,422C,3.2
16375,TTH,1230,1400,NANDAKUMAR,V,2.3,E E,422C,3.2
03210,TTH,1100,1230,JUE,S,4.9,LEB,380,3.54
03510,TTH,1100,1230,KAMM,K,5,FIN,377,3.41
03520,TTH,1400,1530,KAMM,K,5,FIN,377,3.41
03200,MW,1400,1530,LANDOLT,K,4.7,LEB,380,3.66
02815,TTH,1530,1700,LAUX,V,3.5,ACC,387,3.51
03445,TTH,1230,1400,LEEDS,S,5,FIN,371M,3.54
03450,MW,1400,1530,LEEDS,S,5,FIN,371M,3.54
16379,TTH,1230,1400,NANDAKUMAR,V,2.3,E E,422C,3.2
16380,TTH,1230,1400,NANDAKUMAR,V,2.3,E E,422C,3.2
29540,MW,1000,1100,RIGGSBY,A,3.5,CTI,375,3.06
39095,MW,1000,1100,RIGGSBY,A,3.5,HIS,321M,3.06
26830,MW,1300,1400,SHANAHAN,T,3,GEO,303,2.92
26835,MW,1300,1400,SHANAHAN,T,3,GEO,303,2.92
46790,M,1600,1700,BARRICK,J,2.5,NSC,110H,3.13
35585,MW,1000,1130,BARRISH,P,4.1,E  ,316M,3.38
35590,MW,1000,1130,BARRISH,P,4.1,E  ,316M,3.38
35595,MW,1000,1130,BARRISH,P,4.1,E  ,316M,3.38
26840,MW,1300,1400,SHANAHAN,T,3,GEO,303,2.92
26845,MW,1300,1400,SHANAHAN,T,3,GEO,303,2.92
26850,MW,1300,1400,SHANAHAN,T,3,GEO,303,2.92
26855,MW,1300,1400,SHANAHAN,T,3,GEO,303,2.92
26860,MW,1300,1400,SHANAHAN,T,3,GEO,303,2.92
27095,TTH,930,1100,SHANAHAN,T,3,GEO,371T,2.92
35600,MW,1000,1130,BARRISH,P,4.1,E  ,316M,3.38
35605,MW,1000,1130,BARRISH,P,4.1,E  ,316M,3.38
35610,MW,1000,1130,BARRISH,P,4.1,E  ,316M,3.38
35615,MW,1000,1130,BARRISH,P,4.1,E  ,316M,3.38
35620,MW,1000,1130,BARRISH,P,4.1,E  ,316M,3.38
35625,MW,1000,1130,BARRISH,P,4.1,E  ,316M,3.38
49175,TTH,1230,1330,BARTH,S,4.5,BIO,361L,3.29
49180,TTH,1230,1330,BARTH,S,4.5,BIO,361L,3.29
47635,TTH,800,930,BATTERTON,J,3.1,BIO,311C,2.98
47640,TTH,800,930,BATTERTON,J,3.1,BIO,311C,2.98
47645,TTH,800,930,BATTERTON,J,3.1,BIO,311C,2.98
47650,TTH,800,930,BATTERTON,J,3.1,BIO,311C,2.98
47655,TTH,800,930,BATTERTON,J,3.1,BIO,311C,2.98
47870,TTH,1100,1230,BATTERTON,J,3.1,BIO,311C,2.98
47875,TTH,1100,1230,BATTERTON,J,3.1,BIO,311C,2.98
47880,TTH,1100,1230,BATTERTON,J,3.1,BIO,311C,2.98
51445,MW,1400,1530,BEASLEY,A,4.7,C S,329E,3.36
42260,TTH,1530,1700,BEAVER,D,3.5,PHL,383C,3.59
43065,TTH,1530,1700,BEAVER,D,3.5,PSY,394U,3.59
33790,TTH,1100,1230,BECK,D,3.5,GK ,385,3.63
12005,MW,800,930,BECKWITH,K,3.1,PED,106C,3.83
12020,MW,1200,1330,BECKWITH,K,3.1,PED,106C,3.83
12035,TTH,1300,1430,BECKWITH,K,3.1,PED,106C,3.83
12050,MW,1500,1630,BECKWITH,K,3.1,PED,106C,3.83
12065,MW,900,1030,BECKWITH,K,3.1,PED,106C,3.83
12080,TTH,1100,1230,BECKWITH,K,3.1,PED,106C,3.83
12010,TTH,900,1030,BECKWITH,K,3.1,PED,106C,3.83
12025,TTH,1200,1330,BECKWITH,K,3.1,PED,106C,3.83
12040,MW,1400,1530,BECKWITH,K,3.1,PED,106C,3.83
12055,TTH,1500,1630,BECKWITH,K,3.1,PED,106C,3.83
12070,MW,1000,1130,BECKWITH,K,3.1,PED,106C,3.83
12045,TTH,1400,1530,BECKWITH,K,3.1,PED,106C,3.83
12060,TTH,800,930,BECKWITH,K,3.1,PED,106C,3.83
42990,W,1600,1900,BEER,J,3.4,PSY,388E,3.89
52970,TTH,1230,1400,BEGO,O,4.3,TXA,301,3.97
53040,W,1200,1300,BEGO,O,4.3,TXA,126,3.97
53045,MW,900,1200,BEGO,O,4.3,TXA,226L,3.97
53050,MW,1400,1700,BEGO,O,4.3,TXA,226L,3.97
53130,TTH,1400,1430,BEGO,O,4.3,TXA,164K,3.97
31235,MW,1130,1300,BENDELE,M,2,AMS,370,3.59
00840,MWF,1300,1800,BENEDIKT,M,2.5,ARC,561R,3.51
01140,MWF,1300,1800,BENEDIKT,M,2.5,ARC,696,3.51
28425,MW,1630,1745,BENNETT,C,3,LAW,361E,3.4
29435,TTH,1530,1700,BENNETT,Z,4.3,CTI,302,3.08
06715,TH,1700,1800,BERNSTEIN,M,4.3,CSD,175N,3.89
63170,TTH,1400,1530,BERRY,B,4.3,UGS,303,3.41
63175,TTH,1400,1530,BERRY,B,4.3,UGS,303,3.41
63180,TTH,1400,1530,BERRY,B,4.3,UGS,303,3.41
31150,MW,1000,1130,BERRY,D,4.9,AMS,321,3.54
43100,T,1700,2000,BIGLER,R,4.5,PSY,398T,3.91
41950,MW,1100,1200,BLAESI,Z,4.9,PHL,304,3.53
41955,MW,1100,1200,BLAESI,Z,4.9,PHL,304,3.53
41960,MW,1100,1200,BLAESI,Z,4.9,PHL,304,3.53
